n,m,sigma,eps,alg_id,algo_name,rounds,avg_time,median_time,max_time,avg_ratio,median_ratio,max_ratio
1000000,500000,100,0.1,2,"Sqrt",5,4.30787,4.31034,4.31569,0,0,0
1000000,500000,100,0.1,3,"Projection to 2/eps alphabet",5,9.64345,9.654,9.65743,0.0934,0.1,0.1
1000000,500000,100,0.1,4,"Projection to 2/eps alphabet with short circuit",5,8.22991,8.22175,8.29336,0.0912,0.089,0.1
1000000,500000,100,0.1,5,"Projection to 2/eps alphabet with magic short circuit",5,0.488047,0.486178,0.49494,0.0754,0.076,0.089
1000000,500000,100,0.1,6,"Heuristic 1: TP score",5,4.84491,4.83929,4.89699,0,0,0
1000000,500000,100,0.1,7,"Heuristic 1: TP score with magic short circuit",5,1.5483,1.44989,1.94824,0.1,0.11,0.16
1000000,500000,100,0.5,0,"Brute force",5,22.4438,22.4572,22.5045,0,0,0
1000000,500000,100,0.5,2,"Sqrt",5,4.33142,4.33058,4.35297,0,0,0
1000000,500000,100,0.5,3,"Projection to 2/eps alphabet",5,2.67673,2.67565,2.70357,0.215,0.215,0.245
1000000,500000,100,0.5,4,"Projection to 2/eps alphabet with short circuit",5,2.27876,2.27467,2.30167,0.23,0.23,0.245
1000000,500000,100,0.5,5,"Projection to 2/eps alphabet with magic short circuit",5,0.135806,0.134327,0.141862,0.196,0.175,0.29
1000000,500000,100,0.5,6,"Heuristic 1: TP score",5,1.36051,1.36318,1.36733,0.196,0.18,0.28
1000000,500000,100,0.5,7,"Heuristic 1: TP score with magic short circuit",5,0.442563,0.418875,0.553791,0.53,0.55,0.64
